subjectCode,courseNumber,courseTitle,term,number,deeperUnderstanding,interest,tech,grades,recommend,college,subject
CI,5699,Clinical Exp: Second Lang,Spr 2015,20,5.5,4.75,5,6,5.13,CEHD,Curriculum and Instruction
CI,5699,Clinical Exp: Second Lang,Fall 2015,28,4.96,4.93,4.39,4.68,5.2,CEHD,Curriculum and Instruction
CI,5702,SocStu Instruction Elem Grades,Spr 2015,12,5.5,5.7,5.4,5.7,5.6,CEHD,Curriculum and Instruction
CI,5702,SocStu Instruction Elem Grades,Fall 2015,108,5.93,5.94,5.84,5.85,5.95,CEHD,Curriculum and Instruction
CI,5741,Intro: Soc Studies Education,Sum 2015,20,5.65,5.7,5.25,5.2,5.65,CEHD,Curriculum and Instruction
CI,5742,Adv Methods: Teach Soc Studies,Fall 2015,23,5.13,5.04,4.76,5.39,5.32,CEHD,Curriculum and Instruction
CI,5743,Social Sciences/Social Studies,Sum 2015,23,5.78,5.78,5.13,5.26,5.74,CEHD,Curriculum and Instruction
CI,5744,Sem: Prof Dev Soc Studies Ed,Spr 2015,20,5.5,5.53,5.32,5.42,5.58,CEHD,Curriculum and Instruction
CI,5745,Engage Youth with Soc Stu Text,Fall 2015,23,5.78,5.87,5.57,5.35,5.87,CEHD,Curriculum and Instruction
CI,5762,Dev Civic Discourse: Soc Stud,Spr 2015,19,5.47,5.26,4.89,5,5.18,CEHD,Curriculum and Instruction
CI,5814,Teaching and Learning Math,Fall 2015,1,6,6,6,6,6,CEHD,Curriculum and Instruction
CI,5822,Math Instruction Elem Grades,Spr 2015,13,3.92,3.92,5.15,3.85,3.46,CEHD,Curriculum and Instruction
CI,5822,Math Instruction Elem Grades,Fall 2015,93,5.53,5.43,5.52,5.54,5.57,CEHD,Curriculum and Instruction
CI,5980,Clinical Experiences for K-12,Sum 2015,6,5.5,5.67,5.6,5.17,6,CEHD,Curriculum and Instruction
CI,5981,Intro: Equity-Based Pedagogy,Sum 2015,9,5.22,5.33,5.44,5.56,5.22,CEHD,Curriculum and Instruction
CI,5983,Equity-Based Pedagogy/Advocacy,Fall 2015,8,4.5,4.38,4,4.88,4.5,CEHD,Curriculum and Instruction
CI,5984,Planning Design and Management,Sum 2015,13,5.69,5.15,5.25,5.31,5.31,CEHD,Curriculum and Instruction
CI,5986,Foundations of Special Ed,Sum 2015,7,5.86,5.71,5.71,6,6,CEHD,Curriculum and Instruction
CI,5987,Child / Adolescent Development,Sum 2015,7,5.43,5.43,5.43,5.29,5.83,CEHD,Curriculum and Instruction
CI,8131,C&I Core: Curr,Spr 2015,14,5.71,5.64,5.5,5.07,5.54,CEHD,Curriculum and Instruction
CI,8131,C&I Core: Curr,Fall 2015,18,5.89,5.39,5.38,5.33,5.44,CEHD,Curriculum and Instruction
CI,8132,C&I Core: Teaching,Spr 2015,17,4.82,4.71,4.89,4.76,4.86,CEHD,Curriculum and Instruction
CI,8132,C&I Core: Teaching,Sum 2015,10,5.4,5.3,5.4,5.4,5.44,CEHD,Curriculum and Instruction
CI,8132,C&I Core: Teaching,Fall 2015,7,5.57,5.29,4.25,5.29,5.57,CEHD,Curriculum and Instruction
CI,8133,Res Meth in C&I,Spr 2015,9,4.67,4.33,4.44,4.67,4.38,CEHD,Curriculum and Instruction
CI,8133,Res Meth in C&I,Fall 2015,25,5.54,5.57,5.26,5.52,5.83,CEHD,Curriculum and Instruction
CI,8147,Critical Discourse Analysis,Fall 2015,16,5.47,5.56,5,5.5,5.5,CEHD,Curriculum and Instruction
CI,8148,Qual. Studies Educ Contexts,Spr 2015,17,5.65,5.59,5.29,5.71,5.65,CEHD,Curriculum and Instruction
CI,8148,Qual. Studies Educ Contexts,Fall 2015,13,3.38,3.23,3.67,2.62,3.5,CEHD,Curriculum and Instruction
CI,8149,"Coding, Analysis, Interp",Spr 2015,12,5.5,5.42,5.25,5.42,5.42,CEHD,Curriculum and Instruction
CI,8150,Research Topics Curr & Instruc,Spr 2015,12,5.92,5.83,4.92,5.5,6,CEHD,Curriculum and Instruction
CI,8150,Research Topics Curr & Instruc,Fall 2015,6,5.67,6,5.5,5.83,5.6,CEHD,Curriculum and Instruction
CI,8151,Teacher Preparation,Fall 2015,13,6,5.92,5.58,5.15,5.92,CEHD,Curriculum and Instruction
CI,8152,Teacher Development,Spr 2015,5,6,5.6,5.8,5.2,6,CEHD,Curriculum and Instruction
CI,8155,Immigrant Education,Fall 2015,9,5,4.57,3.75,4,3.88,CEHD,Curriculum and Instruction
CI,8159,CAT Colloquium,Fall 2015,10,4.8,5.2,4.78,4,4.5,CEHD,Curriculum and Instruction
CI,8161,Research I: Design & Planning,Fall 2015,7,5.86,5.86,5.83,5.57,6,CEHD,Curriculum and Instruction
CI,8350,Special Topics,Spr 2015,6,6,5.83,6,5.83,6,CEHD,Curriculum and Instruction
CI,8412,Research in Reading,Fall 2015,10,5.4,5.67,5.22,5.3,5.2,CEHD,Curriculum and Instruction
CI,8570,AdvTopics Science Ed,Fall 2015,7,4.86,4.71,5.43,5.14,4.67,CEHD,Curriculum and Instruction
CI,8571,Equity and Social Justice,Fall 2015,13,5.23,5.31,4.83,5.15,5.17,CEHD,Curriculum and Instruction
CI,8594,Conduct Res Sci Ed,Fall 2015,10,5.4,5.2,5.5,4,5.4,CEHD,Curriculum and Instruction
CI,8650,SpTopics in SLC Res,Fall 2015,5,5.8,6,5.8,5.2,5.8,CEHD,Curriculum and Instruction
CI,8913,Interpretive Research,Fall 2015,16,5.81,5.69,5.43,5.69,5.87,CEHD,Curriculum and Instruction
CI,1908W,"FreshmanSem,Citznshp/PubEth/WI",Fall 2015,17,5.75,5.31,5.25,5.6,5.27,CEHD,Curriculum and Instruction
CI,2311W,Intro:Technol&Ethics inSociety,Spr 2015,16,5.13,5,5.63,5.75,5.69,CEHD,Curriculum and Instruction
CI,2311W,Intro:Technol&Ethics inSociety,Sum 2015,15,5.07,5.2,5.07,5.4,5.07,CEHD,Curriculum and Instruction
CI,2311W,Intro:Technol&Ethics inSociety,Fall 2015,46,5.36,5.27,5.55,5.7,5.55,CEHD,Curriculum and Instruction
CI,3401W,Diversity in Children's Lit,Spr 2015,54,5.52,5.2,5,5.06,5.06,CEHD,Curriculum and Instruction
CI,3401W,Diversity in Children's Lit,Fall 2015,86,5.74,5.57,5.57,5.71,5.53,CEHD,Curriculum and Instruction
CI,3611W,Teaching ESL,Spr 2015,46,5.07,4.65,4.96,5.07,4.91,CEHD,Curriculum and Instruction
CI,3611W,Teaching ESL,Fall 2015,36,5.67,5.33,5.5,5.44,5.29,CEHD,Curriculum and Instruction
CI,4311W,Technology & Ethics in Society,Spr 2015,35,5.37,5.06,5.31,5.29,5.4,CEHD,Curriculum and Instruction
CI,4311W,Technology & Ethics in Society,Sum 2015,27,5.19,5.07,5.15,5.12,5.22,CEHD,Curriculum and Instruction
CI,4311W,Technology & Ethics in Society,Fall 2015,18,5.33,5.24,5.61,5.44,5.67,CEHD,Curriculum and Instruction
CL,8001,Basic Research Seminar 1,Fall 2015,8,6,6,5.67,5.86,6,CLA,Comparative Literature
CL,8002,Basic Research Seminar 2,Spr 2015,9,5.33,5.22,5.29,5.11,5,CLA,Comparative Literature
CL,8901,Introduction to the Profession,Fall 2015,4,5.75,5.75,5.75,5.75,6,CLA,Comparative Literature
CL,8910,Adv Topics Comp Lit,Spr 2015,25,5.64,5.6,5.59,5.33,5.54,CLA,Comparative Literature
CLA,1001,CLA First-Year Experience I,Fall 2015,795,4.62,4.04,5.08,5.42,4.26,CLA,College of Liberal Arts
CLA,1002,CLA First-Year Experience II,Spr 2015,635,4.35,3.74,4.88,5.47,3.81,CLA,College of Liberal Arts
CLA,1005,Liberal Arts Learning,Fall 2015,232,4.57,4.17,4.58,4.63,3.91,CLA,College of Liberal Arts
CLA,2005,Lib Ed Responsible Citizenship,Spr 2015,321,5.05,4.67,4.97,4.98,4.44,CLA,College of Liberal Arts
CMBA,5625,Entrepreneurship & Innovation,Spr 2015,46,4.91,4.91,4.85,4.65,4.62,CSOM,Carlson Executive MBA
CMBA,5710,Leadership,Fall 2015,42,5.26,5.26,5.24,4.95,5.05,CSOM,Carlson Executive MBA
CMBA,5711,Negotiation,Fall 2015,44,5.61,5.49,5.28,4.88,5.62,CSOM,Carlson Executive MBA
CMBA,5712,Information Technology,Fall 2015,45,4.64,4.8,5.24,5.23,4.85,CSOM,Carlson Executive MBA
CMBA,5713,Managerial Accounting,Fall 2015,40,5.55,5.43,5.41,5.36,5.38,CSOM,Carlson Executive MBA
CMBA,5714,Advanced Marketing,Spr 2015,38,5.08,5.03,5.22,5.08,5.06,CSOM,Carlson Executive MBA
CMBA,5715,Advanced Financial Mgmt,Spr 2015,35,3.74,3.44,3.61,4.42,3.23,CSOM,Carlson Executive MBA
CMBA,5721,Advanced Mgmt Topics,Spr 2015,46,5.32,5.25,5.05,5.27,5.09,CSOM,Carlson Executive MBA
CMBA,5722,International Business,Fall 2015,42,5.35,5.25,5.13,5.25,5.22,CSOM,Carlson Executive MBA
CMBA,5723,Ethics,Fall 2015,41,5.54,5.5,5.42,5.43,5.59,CSOM,Carlson Executive MBA
CMBA,5724,International Residency,Spr 2015,44,5.42,5.51,5.36,5.44,5.46,CSOM,Carlson Executive MBA
CMBA,5810,Intro to Stats & Bus Analytics,Fall 2015,41,5.62,5.46,5.51,5.03,5.65,CSOM,Carlson Executive MBA
CMBA,5811,Financial Accounting,Fall 2015,39,5.76,5.53,5.47,5.58,5.78,CSOM,Carlson Executive MBA
CMBA,5812,Organizational Behavior,Fall 2015,41,5.8,5.56,5.49,5.03,5.54,CSOM,Carlson Executive MBA
CMBA,5813,Competing In The Digital Age,Fall 2015,41,5.6,5.6,5.45,5.18,5.56,CSOM,Carlson Executive MBA
CMBA,5814,Economics,Fall 2015,42,2.49,2.85,2.89,3.05,1.95,CSOM,Carlson Executive MBA
CMBA,5816,Strategic Management,Spr 2015,52,5.73,5.67,5.35,5.51,5.6,CSOM,Carlson Executive MBA
CMBA,5817,Financial Management,Spr 2015,52,5.46,5.27,5.38,5.5,5.48,CSOM,Carlson Executive MBA
CMGT,2019,AutoCAD for Construction Mgrs,Spr 2015,30,5.57,5.3,5.43,5.37,5.48,CCE,Construction Management
CMGT,2019,AutoCAD for Construction Mgrs,Fall 2015,27,5.44,5.3,5.15,5.3,5.28,CCE,Construction Management
CMGT,3001,Introduction to Construction,Spr 2015,31,4.87,4.71,4.27,4.42,4.53,CCE,Construction Management
CMGT,3001,Introduction to Construction,Sum 2015,4,4.25,4,4.25,4,3.75,CCE,Construction Management
CMGT,3001,Introduction to Construction,Fall 2015,37,4.92,4.89,4.51,4.62,4.58,CCE,Construction Management
CMGT,3011,Construction Plan Reading,Fall 2015,31,5.06,5.1,4.65,4.74,5.28,CCE,Construction Management
CMGT,3024,Facility Programming & Design,Spr 2015,7,5.86,5.57,5.83,5.43,5.71,CCE,Construction Management
CMGT,4011,Const Documents & Contracts,Spr 2015,17,5.44,5.19,5.47,5.56,5.53,CCE,Construction Management
CMGT,4011,Const Documents & Contracts,Fall 2015,46,5.57,5,4.98,4.8,5.14,CCE,Construction Management
CMGT,4021,Constr Planning&Scheduling,Spr 2015,55,5.72,5.57,5.75,5.75,5.72,CCE,Construction Management
CMGT,4021,Constr Planning&Scheduling,Fall 2015,64,3.8,3.69,3.57,3.28,3.4,CCE,Construction Management
CMGT,4022,Construction Estimating,Spr 2015,18,5.56,5.17,5.17,5.22,5.31,CCE,Construction Management
CMGT,4022,Construction Estimating,Fall 2015,35,5.6,5.06,4.97,4.86,5.03,CCE,Construction Management
CMGT,4031,Const Safety & Loss Control,Spr 2015,26,5.65,5.5,5.5,5.54,5.55,CCE,Construction Management
CMGT,4031,Const Safety & Loss Control,Fall 2015,28,5.74,5.48,5.52,5.81,5.89,CCE,Construction Management
CMGT,4051,Constrctn Materials for Mangrs,Spr 2015,19,5.5,5.11,5.28,5.67,5.47,CCE,Construction Management
CMGT,4073,Building Codes for Const Mgrs,Spr 2015,11,5.5,4.5,5.3,5.3,5.2,CCE,Construction Management
CMGT,4073,Building Codes for Const Mgrs,Fall 2015,7,5.43,5.29,5.57,5.43,5.71,CCE,Construction Management
CMGT,4081,Erosion and Sediment Control,Spr 2015,5,5.6,4.6,4.6,5.6,5.2,CCE,Construction Management
CMGT,4201,Construction Accounting,Fall 2015,3,5.33,5.33,5,3.67,4.33,CCE,Construction Management
CMGT,4211,Facility Cost Acct & Finance,Fall 2015,3,5.5,5.33,5.33,5.33,5.33,CCE,Construction Management
CMGT,4213,Facility Ops & Maintenance,Fall 2015,8,5.88,5.88,5.43,5.88,5.88,CCE,Construction Management
CMGT,4215,Facil Quality Assess & Commiss,Spr 2015,5,5.8,5.8,5.8,6,6,CCE,Construction Management
CMGT,4471,Sustainability forConst Mgrs,Fall 2015,9,5.11,5.11,5.11,4,5.11,CCE,Construction Management
CMGT,4542,Building Energy Systems,Spr 2015,20,4.65,4.74,4.72,5.26,4.83,CCE,Construction Management
CMGT,4550,Topics in Construction Mgmt,Spr 2015,9,5.67,5.44,5.67,5.56,6,CCE,Construction Management
CMGT,4550,Topics in Construction Mgmt,Fall 2015,4,6,6,6,6,6,CCE,Construction Management
CMGT,4562,Building Envelope Design/Const,Fall 2015,23,5.3,4.61,4.96,4.3,4.55,CCE,Construction Management
CMGT,4572,StrucFrames&BldgDsgn/Cnstrctn,Fall 2015,36,4.72,4,4.72,4.33,4.17,CCE,Construction Management
CMGT,4861,Construction Mgmt Capstone,Spr 2015,58,5.62,5.45,5.28,5.19,5.46,CCE,Construction Management
CMGT,4041W,Spec &Tech Writing for Constrn,Spr 2015,23,5.3,5.22,5,5.09,5.27,CCE,Construction Management
CNES,1002,World of Greece,Fall 2015,70,5.13,4.78,4.9,4.67,4.79,CLA,Classical and Near Eastern Studies
CNES,1003,World of Rome,Spr 2015,71,5.52,5.2,5.35,5.49,5.46,CLA,Classical and Near Eastern Studies
CNES,1042,Grk/Roman Mythology,Spr 2015,191,5.35,4.94,4.82,5.32,5.07,CLA,Classical and Near Eastern Studies
CNES,1042,Grk/Roman Mythology,Fall 2015,282,5.45,4.99,4.93,5.06,5.09,CLA,Classical and Near Eastern Studies
CNES,1082,Jesus in History,Spr 2015,14,5.86,5.71,5,5.43,5.86,CLA,Classical and Near Eastern Studies
CNES,1201,Bible: Context,Fall 2015,78,5.29,4.97,4.93,5.22,5.07,CLA,Classical and Near Eastern Studies
CNES,1903,Freshman Seminar,Fall 2015,13,5.54,5.46,5.75,5,5.5,CLA,Classical and Near Eastern Studies
CNES,3061,Spectacles in Antiquity,Fall 2015,43,4.98,4.56,4.68,4.74,4.54,CLA,Classical and Near Eastern Studies
CNES,3076,The Apostle Paul,Spr 2015,12,5.83,5.67,5.42,5.08,5.75,CLA,Classical and Near Eastern Studies
CNES,3104,Ancient Rome: Kings & Consuls,Fall 2015,22,5.82,5.73,5.59,5.73,5.76,CLA,Classical and Near Eastern Studies
CNES,3108,Age of St. Augustine of Hippo,Fall 2015,30,5.83,5.83,5.54,5.73,5.82,CLA,Classical and Near Eastern Studies
CNES,3201,Bible: Context,Fall 2015,78,5.29,4.97,4.93,5.22,5.07,CLA,Classical and Near Eastern Studies
CNES,3205,"Women, Gender, & Hebrew Bible",Spr 2015,13,5.85,5.69,5.58,5.85,5.77,CLA,Classical and Near Eastern Studies
CNES,3504,Ancient Jewish Culture & ID,Fall 2015,3,6,6,6,6,6,CLA,Classical and Near Eastern Studies
CNES,3535,Death and Afterlife,Fall 2015,34,5.18,4.71,4.96,5.09,4.76,CLA,Classical and Near Eastern Studies
CNES,3601,Sex/Gender in Greece and Rome,Spr 2015,31,5.65,5.23,5.19,4.83,5.17,CLA,Classical and Near Eastern Studies
CNES,3950,Ancient Culture: Topics,Spr 2015,9,5.56,5.56,5.67,5.56,5.78,CLA,Classical and Near Eastern Studies
CNES,5794,Intro to CNES,Fall 2015,4,5.5,5.25,6,5.75,5.75,CLA,Classical and Near Eastern Studies
CNES,8190,Anc. Art and Arch.,Spr 2015,5,5.8,6,5.75,5.2,5.6,CLA,Classical and Near Eastern Studies
CNES,1042H,H: Greek and Roman Mythology,Spr 2015,42,5.67,5.29,5.06,4.9,5.19,CLA,Classical and Near Eastern Studies
CNES,1042H,H: Greek and Roman Mythology,Fall 2015,36,5.29,4.71,4.88,3.71,5.06,CLA,Classical and Near Eastern Studies
CNES,1082H,Honors: Jesus in History,Spr 2015,14,5.86,5.71,5,5.43,5.86,CLA,Classical and Near Eastern Studies
COMM,1101,Public Speaking,Spr 2015,1009,5.4,4.95,5.25,5.43,5.45,CLA,Communication Studies
COMM,1101,Public Speaking,Sum 2015,43,5.33,4.86,5.07,5.17,5.22,CLA,Communication Studies
COMM,1101,Public Speaking,Fall 2015,1034,5.38,4.99,5.25,5.48,5.48,CLA,Communication Studies
COMM,1905,Freshman Seminar,Fall 2015,18,5.17,5,5.33,5,5.35,CLA,Communication Studies
COMM,3110,Topics in Comm Studies,Spr 2015,53,5.62,5.6,5.6,5.51,5.54,CLA,Communication Studies
COMM,3110,Topics in Comm Studies,Sum 2015,16,5.75,5.75,5.81,5.44,5.79,CLA,Communication Studies
COMM,3110,Topics in Comm Studies,Fall 2015,24,5.65,5.26,5.32,5.48,5.67,CLA,Communication Studies
COMM,3201,Electronic Med Prod,Spr 2015,106,5.38,5.25,5.2,4.88,5.15,CLA,Communication Studies
COMM,3201,Electronic Med Prod,Sum 2015,13,5.92,6,5.85,5.92,5.92,CLA,Communication Studies
COMM,3201,Electronic Med Prod,Fall 2015,119,5.59,5.47,5.46,5.35,5.59,CLA,Communication Studies
COMM,3202,Audio Production MediaLiteracy,Spr 2015,15,5.8,5.6,5.67,5.53,5.67,CLA,Communication Studies
COMM,3204,Adv Electronic Media Prod,Spr 2015,42,5.83,5.71,5.76,5.62,5.8,CLA,Communication Studies
COMM,3204,Adv Electronic Media Prod,Fall 2015,39,5.85,5.72,5.67,5.54,5.71,CLA,Communication Studies
COMM,3211,Introduction to Media Studies,Spr 2015,80,4.88,4.51,5.01,5.24,4.69,CLA,Communication Studies
COMM,3211,Introduction to Media Studies,Sum 2015,19,5.63,5.42,5.58,5.74,5.5,CLA,Communication Studies
COMM,3211,Introduction to Media Studies,Fall 2015,90,5.24,4.94,5.04,5.28,5.05,CLA,Communication Studies
COMM,3401,Intro to Communication Theory,Spr 2015,46,5.13,5.11,4.98,5.3,4.98,CLA,Communication Studies
COMM,3401,Intro to Communication Theory,Fall 2015,146,5.13,4.79,5.19,5.17,5.08,CLA,Communication Studies
COMM,3402,Intro: Interpersonal Comm,Spr 2015,84,5.45,5.29,4.91,5.25,5.36,CLA,Communication Studies
COMM,3402,Intro: Interpersonal Comm,Sum 2015,12,5.5,5.58,5.33,5.5,5.58,CLA,Communication Studies
COMM,3402,Intro: Interpersonal Comm,Fall 2015,26,5.5,5.38,4.39,5.12,5.27,CLA,Communication Studies
COMM,3409,Nonverbal Communication,Spr 2015,47,5.04,4.98,4.91,4.28,4.4,CLA,Communication Studies
COMM,3409,Nonverbal Communication,Fall 2015,61,4.93,4.87,4.73,4.73,4.64,CLA,Communication Studies
COMM,3411,Small Group Commun,Spr 2015,147,5.51,5.34,5.32,5.46,5.44,CLA,Communication Studies
COMM,3411,Small Group Commun,Fall 2015,145,5.63,5.48,5.53,5.47,5.6,CLA,Communication Studies
COMM,3422,Interviewing &Comm,Spr 2015,90,5.76,5.62,5.73,5.8,5.82,CLA,Communication Studies
COMM,3422,Interviewing &Comm,Sum 2015,19,5.79,5.63,5.74,5.89,5.84,CLA,Communication Studies
COMM,3422,Interviewing &Comm,Fall 2015,91,5.68,5.44,5.6,5.61,5.66,CLA,Communication Studies
COMM,3431,Persuasion Theory,Spr 2015,40,5.56,5.41,5.49,5.59,5.42,CLA,Communication Studies
COMM,3431,Persuasion Theory,Fall 2015,28,5.64,5.64,5.64,5.46,5.57,CLA,Communication Studies
COMM,3601,Intro: Rhet Theory,Spr 2015,84,5.35,5.04,5.4,5.18,5.14,CLA,Communication Studies
COMM,3601,Intro: Rhet Theory,Fall 2015,95,5.38,5.11,5.11,5.3,5.42,CLA,Communication Studies
COMM,3625,Commun Ethics,Spr 2015,21,5.48,5.29,5.45,5.71,5.45,CLA,Communication Studies
COMM,3625,Commun Ethics,Fall 2015,28,5.54,5.43,5.19,5.26,5.39,CLA,Communication Studies
COMM,3631,Freedom of Speech,Spr 2015,39,5.23,4.95,4.92,5.21,5,CLA,Communication Studies
COMM,4204,Producing for Television,Fall 2015,16,5.81,5.94,5.5,5.31,5.75,CLA,Communication Studies
COMM,4245,Critical Television Studies,Spr 2015,21,5.71,5.62,5.52,5.48,5.57,CLA,Communication Studies
COMM,4263,Feminist Media Studies,Spr 2015,22,5.73,5.77,5.67,5.59,5.59,CLA,Communication Studies
COMM,4263,Feminist Media Studies,Fall 2015,21,5.81,5.62,5.62,5.65,5.67,CLA,Communication Studies
COMM,4471,Comm in Marriage & Family,Spr 2015,40,4.9,4.53,5.13,4.49,4.76,CLA,Communication Studies
COMM,4471,Comm in Marriage & Family,Fall 2015,28,5.81,5.75,5.74,5.64,5.68,CLA,Communication Studies
COMM,4616,Rhet/Civil Rights,Spr 2015,14,5.79,5.5,5.69,5.64,5.71,CLA,Communication Studies
COMM,5211,Critical Media Studies,Fall 2015,8,4.88,5.13,5,4.57,4.86,CLA,Communication Studies
COMM,5221,"Media, Race, and Identity",Fall 2015,15,5.87,5.73,4.85,4.69,5.33,CLA,Communication Studies
COMM,5231,Media Outlaws,Fall 2015,17,5.29,5.24,4.94,4.69,4.88,CLA,Communication Studies
COMM,5250,Environmental Communication,Spr 2015,31,5.84,5.74,5.77,5.83,5.81,CLA,Communication Studies
COMM,5402,Adv Interperson Com,Fall 2015,29,5.34,5.17,5,4.79,4.89,CLA,Communication Studies
COMM,5411,Small Grp Researc,Spr 2015,16,3.56,2.81,2.91,4.19,2.87,CLA,Communication Studies
COMM,5431,Process of Persuas,Spr 2015,14,5.21,5.21,5.23,4.07,5.29,CLA,Communication Studies
COMM,5441,Comm in Human Organizations,Spr 2015,34,5.12,4.79,4.68,5.21,4.85,CLA,Communication Studies
COMM,5441,Comm in Human Organizations,Fall 2015,30,5.63,5.1,5.27,5.53,5.24,CLA,Communication Studies
COMM,5611,Rhet Theory Survey,Fall 2015,1,6,6,6,6,6,CLA,Communication Studies
COMM,8210,Sem:US Elect Media,Spr 2015,8,5.75,5.25,5.63,5.63,5.38,CLA,Communication Studies
COMM,8210,Sem:US Elect Media,Fall 2015,20,5.75,5.8,5.69,5.75,5.9,CLA,Communication Studies
COMM,8611,Seminar: Rhetoric,Spr 2015,10,5.3,5.5,5.6,5.9,5.6,CLA,Communication Studies
COMM,1101H,Hon: Public Speaking,Spr 2015,20,5.65,5.35,5.4,5.26,5.85,CLA,Communication Studies
COMM,1101H,Hon: Public Speaking,Fall 2015,44,5.36,5.09,5.35,4.82,5.44,CLA,Communication Studies
COMM,1313W,Analysis of Argument,Spr 2015,225,5.44,5.09,5.27,5.38,5.33,CLA,Communication Studies
COMM,1313W,Analysis of Argument,Sum 2015,29,5.41,5.1,5.29,5.24,5.36,CLA,Communication Studies
COMM,1313W,Analysis of Argument,Fall 2015,211,5.18,4.97,5.06,5,5,CLA,Communication Studies
COMM,3263W,Media Literacy,Spr 2015,91,5.69,5.7,5.68,5.49,5.72,CLA,Communication Studies
COMM,3263W,Media Literacy,Sum 2015,20,4.85,4.75,4.9,4.35,4.79,CLA,Communication Studies
COMM,3263W,Media Literacy,Fall 2015,68,5.19,5.24,5.11,4.84,5.19,CLA,Communication Studies
COMM,3451W,Intercultural Comm,Fall 2015,21,5.57,5.62,5.57,5.71,5.81,CLA,Communication Studies
COMM,3452W,Intercult Reentry,Fall 2015,10,5.3,5.5,5.3,5.3,5.44,CLA,Communication Studies
COMM,3605W,Persuasive Speaking,Spr 2015,22,5.73,5.55,5.5,5.68,5.67,CLA,Communication Studies
COMM,3605W,Persuasive Speaking,Fall 2015,13,5,4.46,5.2,4.92,4.75,CLA,Communication Studies
COMM,3635W,Famous Speeches,Fall 2015,18,5.33,5.28,4.47,3.83,4.61,CLA,Communication Studies
COMM,3645W,How Pictures Persuade,Spr 2015,22,5.59,5.59,5.73,5.73,5.73,CLA,Communication Studies
COMM,3645W,How Pictures Persuade,Fall 2015,51,5.59,5.61,5.69,5.64,5.64,CLA,Communication Studies
COMM,3676W,Communicating Terrorism,Fall 2015,37,5.14,4.95,5.18,5.32,5.11,CLA,Communication Studies
COMM,3681W,Rhet Ficts & 20th Cent Confl,Spr 2015,13,5.46,5.23,5.38,5.31,5.69,CLA,Communication Studies
COMM,3681W,Rhet Ficts & 20th Cent Confl,Sum 2015,11,5.82,5.64,5.64,5.82,5.73,CLA,Communication Studies
COMM,3681W,Rhet Ficts & 20th Cent Confl,Fall 2015,34,5.26,4.71,5.3,5.42,5.21,CLA,Communication Studies
COMM,4621W,Rhet of Feminism,Spr 2015,17,5.53,5.29,5,5.29,5.24,CLA,Communication Studies
COMM,5451W,Intercultural Comm,Spr 2015,21,5.62,5.62,5.38,5.48,5.48,CLA,Communication Studies
COMM,5615W,Intro:Rhet Criticis,Spr 2015,9,5.56,5.56,5.75,5.56,5.56,CLA,Communication Studies
COPT,5001,Elementary Coptic,Fall 2015,6,6,5.83,5.83,5.83,5.83,CLA,Coptic
CPMS,5101,Intro to Clin Phys & Mov Sci,Fall 2015,10,5.1,4.9,4.3,4.7,4.9,CEHD,Clinical Physiology and Movement Science
CPSY,1904,Fr Seminar Global Perspectives,Fall 2015,14,5.57,5.5,5.29,4.79,5.14,CLA,Child Psychology
CPSY,1905,Freshman Seminar,Spr 2015,19,5.84,5.68,5.47,5.32,5.83,CLA,Child Psychology
CPSY,2301,Intro Child Psych,Spr 2015,283,5.55,5.24,5.21,5.4,5.38,CLA,Child Psychology
CPSY,2301,Intro Child Psych,Fall 2015,223,5.19,4.92,5.09,5.14,5.01,CLA,Child Psychology
CPSY,3301,Intro ChPsy-SocSci,Spr 2015,11,5.91,5.45,5.8,5.64,5.64,CLA,Child Psychology
CPSY,3301,Intro ChPsy-SocSci,Fall 2015,102,5.59,5.33,5.56,5.54,5.62,CLA,Child Psychology
CPSY,4302,Infant Development,Spr 2015,34,4.41,3.97,4.67,4.74,4.09,CLA,Child Psychology
CPSY,4303,Adolescent Psych,Spr 2015,57,5.26,5.12,5.13,5.23,5.18,CLA,Child Psychology
CPSY,4303,Adolescent Psych,Sum 2015,7,5.43,5.29,4.57,5.43,4.86,CLA,Child Psychology
CPSY,4303,Adolescent Psych,Fall 2015,42,5.52,5.4,5.38,5.62,5.48,CLA,Child Psychology
CPSY,4310,Special Topics-Child Developmt,Spr 2015,42,5.31,5.05,5.27,5.31,5.05,CLA,Child Psychology
CPSY,4311,Behav & Emot Prob.,Fall 2015,149,5.38,5.31,5.27,5.32,5.33,CLA,Child Psychology
CPSY,4329,Biol Fdns of Dev.,Spr 2015,29,5.72,5.59,5.68,5.76,5.61,CLA,Child Psychology
CPSY,4331,Soc & Pers Dev,Spr 2015,44,4.93,4.68,4.9,5.11,4.86,CLA,Child Psychology
CPSY,4331,Soc & Pers Dev,Sum 2015,13,5.46,5.38,5.54,5.23,5.08,CLA,Child Psychology
CPSY,4331,Soc & Pers Dev,Fall 2015,55,5.35,5.24,5.47,5.44,5.44,CLA,Child Psychology
CPSY,4336,Dev & Interpers Relationships,Fall 2015,30,5.53,5.53,5.6,5.63,5.63,CLA,Child Psychology
CPSY,4341,Perceptual Development,Fall 2015,24,5.63,5.58,5.33,5.35,5.62,CLA,Child Psychology
CPSY,4343,Cognitive Developm,Spr 2015,60,4.58,4.15,5.02,4.8,3.89,CLA,Child Psychology
